tweet,sentiment,sentiment_score,theme,theme_score,urgence,urgence_score,confiance,tweet_id,reponse_free
daccord mais personne repond ducoup on fait quoi vous rembourser les frais que je paye pour vivre autre part avec les appareil de santé,neutre,0.6,Facturation et Paiement,0.9,1,0.7,0.7326,1841125090739540373,"Nous sommes ravis de vous entendre ! Si vous avez une contestation de facture, n'hésitez pas à nous contacter par téléphone ou courrier. Veuillez préciser l'objet de la contestation, ainsi que les dates et montants concernés. Nous serons heureux de vous aider."
C’est tout le service après vente des FAI qui est catastrophique c’est pas mieux…,negatif,0.95,processus_sav,0.95,1,0.8,0.8991,1841140218788737114,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à contacter notre service client via le numéro 3244 pour discuter de votre contestation de facture. Merci de préciser l'objet, les dates et les montants concernés. Nous sommes là pour vous aider."
"bonjour, je n’ai pas résilier mon abonnement je déménage que se passetil pouvezvous régler cela impossible de renseigner le nouvel identifiant",neutre,0.6,Facturation et Paiement,0.9,1,0.8,0.7659,1841144784158687539,"Bonjour, merci de nous contacter ! Nous sommes là pour vous aider avec vos questions sur la facturation et le paiement. Pour contester une facture, veuillez nous joindre par téléphone ou courrier en précisant l'objet de la contestation, les dates et les montants concernés. Nous serons heureux de vous aider."
Pour le moment pas de forfait famille à 999€ dispo avec mon abo ultra cc serait bien dans un abo free,negatif,0.9,Facturation et Paiement,0.9,1,0.7,0.8325,1841152950669890000,Nous sommes désolés de l'inconvenient rencontré. Nous contacterons rapidement pour répondre à votre contestation de facture. Veuillez nous joindre par DM pour nous fournir les détails nécessaires.
"Octobre 2024 Super Plateau de Saclay, technologie de pointe et grandes écoles La FIBRE nest toujours pas à Villejust 91 au cabinet, à 15 kms de Paris, au cœur de lagglo na tjs de pas de date de déploiement La honte non",negatif,0.95,Fibre optique,0.95,2,0.9,0.9324,1841167675344536027,Nous sommes désolés pour votre expérience avec notre service de fibre optique. Nous sommes prêts à vous aider. Pourrait-il vous plaire de nous contacter par DM pour analyser votre dossier ? Nous sommes disponibles du lundi au vendredi de 8h à 20h.
"Merci de m’avoir couper la wifi et le fixe une semaine avant mon déménagement, franchement génial là j’ai plus de wifi et tout mes équipements inaccessibles, je songe à changer d’opérateur là ça me gonfle",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841183188795654418,"Nous sommes désolés pour les problèmes rencontrés. Nous vous invitons à nous contacter immédiatement par DM pour une prise en charge prioritaire. Pour cela, nous vous recommandons de nous joindre au 3244 (assistance Freebox/Mobile). Nous sommes là pour vous aider !"
"Mars 2024 Je souscris à un abonnement incluant un pocket wifi Excité à lidée dutiliser ce nouveau service Spoiler 8 mois plus tard, toujours rien",positif,0.9,Livraison,0.95,0,0.1,0.6493,1841188231821607174,"Merci pour ton retour positif! Nous sommes ravis de vous pouvoir servir. Pour toute question sur la livraison, n'hésitez pas à nous contacter par DM. 😊 #service_client #livraison"
estce votre standard de service Combien de temps vos clients doiventils attendre pour recevoir ce quils paient Jattends une réponse et une solution concrète fbx32934554,negatif,0.9,Facturation et Paiement,0.95,1,0.8,0.8824,1841188239165608140,"Nous sommes désolés de l'inconvenient rencontré. Pour contester votre facture, contactez notre service client via le numéro 3244 ou par courrier. Nous vous aiderons à résoudre votre problème. Merci de nous contacter."
cest la pire connexion internet de lhistoire Heureusement je vais bénéficier dun CSP le Mois prochain et donc la perte dun cdi pour pouvoir résilier seulement 1 mois après le début de mon abonnement 😘,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1841190622377722213,Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter via le numéro 3244 pour une assistance rapide en matière de pannes et coupures. Nous sommes là pour vous aider.
⚠#PANNE FREEBOX EN COURS⚠ 📡20 freenautes ont signalé des pannes #Internet sur le réseau #fibre de #Free depuis 19h28 🌍Ville concernée WitrylèsReims 51420 ⬇️⬇️⬇️,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1841203104244502969,"Nous sommes désolés de l'inconvénient rencontré. Pour réparer le problème, nous recommandons de contacter notre service clientèle en fournissant les détails nécessaires. Nous sommes là pour vous aider. Merci de nous contacter par DM pour plus d'informations."
J’me dis jv rentrer chez moi après ce match de merde allumer ma play et jouer un peu à fifa mais bien sûr que non j’ai pas de co VOUS ÊTES LES PIRES,negatif,0.95,Pannes et Coupures,0.95,1,0.7,0.8658,1841240984446750842,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème de pannes et coupures. Nous sommes là pour vous aider ! (Thème : Pannes et Coupures, Urgence : 1)"
"Merci pour votre réponse Tony, jai déjà eu lassistance en ligne, il ne peuvent pas supprimer les pubs sans que je paie un surplus Cest dommage mais cest comme ça",negatif,0.9,Facturation et Paiement,0.95,2,0.9,0.9158,1841257633262542912,"Nous sommes désolés de l'inconvenient que vous rencontrez avec votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour discuter de votre contestation, précisant les dates et montants concernés."
Dimanche 6 octobre 2024 à 20h50 sur ⁦espaceTVgn⁩ disponible exclusivement sur ⁦free⁩ c’est les oubliés de la république Un documentaire de Mamadou Saliou BAH,positif,0.85,Information,0.95,1,0.8,0.8658,1841265429303673302,"Merci beaucoup pour ton retour ! Nous sommes ravis de t'entendre. Si tu as des questions ou des suggestions, n'hesite pas à nous contacter. 💬"
on narrive pas a voir cette chaîne tu peux ce sur canal stpl merci,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1841278920114557210,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service client via le numéro 3244 pour une assistance rapide sur vos problèmes de débit Internet. Nous sommes là pour vous aider.
sinon 0 internet 0 réseau pendant des heures et des heures et ce plusieurs fois par mois on en a marre à force en fait et ça se ressent pas sur le facture du tout merci free bien sûr,negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1841310450153079270,Nous sommes désolés pour votre inconvenient. Nous vous encouragons à contacter notre service client via le numéro 3244 pour une assistance rapide en matière de pannes et coupures. Nous sommes là pour vous aider.
Plus aucun résumé de match sur lappli et aucune info ou communication de la part de ou 🫤,neutre,0.8,Information,0.9,1,0.7,0.7992,1841368479061971285,"Nous sommes ravis de vous entendre ! Pour toute information concernant votre abonnement, n'hésitez pas à nous contacter au numéro 3244. Nous serons heureux de vous aider."
Vous pensiez ne pas être éligible à Free Family Free confirme le contraire 🔗,positif,0.95,Information,0.9,1,0.8,0.8824,1841372080593395998,"Merci pour ton retour, nous sommes ravis de te voir avec nous ! Si tu as une question ou un commentaire, n'hésite pas à nous contacter par DM. 😊 #service_client"
"Bonjour Cela fait plus de deux mois que je n’ai pas internet Lorsque je téléphone au service client, on me répond qu’un technicien va me contacter dans les jours à venir et rien Depuis deux mois Que fait on",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841373011816956139,Nous sommes désolés pour l'inconvenient rencontré. Nous vous encouragons à contacter notre service client via le numéro 3244 pour obtenir une aide rapide. Nous serons heureux de vous aider.
"Je vous donne RDV jeudi soir pour le meilleur des concepts de la chaîne 🙇‍♂️😎 La carrière des Twittos ça sera 2 lives chaque semaine consacré à 100 à ce projet 🥹 Chaque live je ferais en sorte davoir quelquun avec moi pour commenter, alors je vous attends nombreux 🫶🏻🙏🏻",positif,0.95,Information,0.9,1,0.8,0.8824,1841399299600437428,"Merci pour ton retour ! Nous sommes ravis de t'entendre. 😊 Si tu as des questions ou des suggestions, n'hésite pas à nous contacter. 💬"
"Tellement triste de ne pas avoir la fibre 😭😭😭 Alors que littéralement à 20 mètres ton voisin la , help me",negatif,0.95,Fibre optique,0.9,1,0.8,0.8824,1841406624558162270,Nous sommes désolés pour votre inconvénient avec votre débit fibre optique. Nous allons vérifier votre connexion immédiatement. Veuillez nous contacter par DM pour fournir les informations nécessaires. Nous serons heureux de vous aider.
"nous navons plus dinternet à Massy, quartier avenue nationale, et ce depuis hier Vous semblez faire des interventions de PM Quand comptezvous rétablir le réseau fibre du quartier",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1841437192863846651,Nous sommes désolés pour l'inconvenient que vous rencontrez. Nous vous recommandons de contacter notre service client via le numéro 3244 pour une prise en charge prioritaire de votre problème. Merci de nous fournir plus de détails via un DM pour accélérer le traitement de votre demande. Nous sommes là pour vous aider.
panne de réseau à Nanterre,negatif,0.95,Pannes et Coupures,1.0,2,0.9,0.9491,1841447981456707944,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous recommandons de nous contacter par le numéro 3244 pour une assistance rapide sur votre Freebox/Mobile. Nous sommes là pour vous aider.
Dans le même cas,neutre,0.6,Pannes et Coupures,0.9,1,0.7,0.7326,1841458327487660072,"Nous sommes désolé de l'inconvénient rencontré. Si c'est une question de débit, nous pouvons vérifier la ligne pour vous. Pour toute autre question, n'hésitez pas à nous contacter via le numéro 3244 ou par DM. Merci de votre patience."
j’ai besoin d’aide,negatif,0.9,Pannes et Coupures,0.9,1,0.8,0.8658,1841471438143827980,Nous sommes désolés pour le problème rencontré. Nous vous recommandons de nous contacter par DM pour analyser votre dossier et trouver une solution rapide. Nous sommes là pour vous aider.
Et maintenant ça répond plus,neutre,0.7,Pannes et Coupures,0.9,0,0.0,0.5328,1841474533322084681,"Bonjour ! Nous sommes là pour vous aider. Si vous avez des questions ou des problèmes, n'hésitez pas à nous contacter par téléphone au 3244 ou par courrier. Nous serons heureux de vous aider."
"Dites donc vous pouvez mexpliquer pourquoi quand on a plus daccès internet fibre coupée, le player de la Free Rev ne fonctionne pas Depuis quand il faut être connecté pour lire un dvd ou un enregistrement",negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1841480914460725610,Nous sommes désolé pour votre inconvénient. Nous vous recommandons de nous contacter par DM pour analyser votre cas et trouver une solution le plus rapidement possible. Nous sommes là pour vous aider.
nan,neutre,0.5,Pannes et Coupures,0.9,0,0.0,0.4662,1841482757307801889,Nous sommes ravis de vous entendre ! Pouvez-vous nous fournir plus de détails sur votre problème pour que nous puissions vous aider efficacement ? N'hésitez pas à nous contacter par DM pour plus d'informations.
"Sauf qu’une personne abonné à Free depuis 20 ans et Free Mobile depuis 10a, il n’a pas le droit d’avoir cet avantage………",negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1841489282491445397,"Nous sommes désolés de l'inconvenient que vous rencontrez avec votre facture. Nous vous invitons à nous contacter pour discuter de l'objet de votre contestation, afin de trouver une solution satisfaisante. Merci de nous joindre par téléphone ou courrier."
On privilégie les nouveaux abonnés aux anciens de quoi vous donner envie de résilier pour revenir dans 1 mois ou 2 et obtenir une baisse de 30 sur son forfait Solidifier la base devrait avoir plus de valeur que récuperer des nouveaux abonnés #frustration,negatif,0.95,Facturation et Paiement,0.95,2,0.9,0.9324,1841490106307268778,Nous sommes désolés pour l'inconvenient que vous avez rencontré avec votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour discuter de votre contestation et nous fournir les détails nécessaires. Nous vous répondrons dans les plus brefs délais.
votre technicien a encore 11 minutes pour me contacter Sinon je résilie Après 12 ans de fidélité,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841490920228696512,"Nous sommes désolés pour votre inconvénient. Nous vous recommandons de contacter notre service client directement pour vous aider à résoudre ce problème. Nous sommes là pour vous, 3244 est notre numéro d'assistance Freebox/Mobile. Nous sommes prêts à vous écouter. Merci de nous contacter."
"Bonjour comment trouvezvous la prestation de votre installateur fibre Câble qui pend dehors, découpe dégueulasse, porte en bois massif percée à larrache et abîmée à lintérieur Cest pas une installation, cest un sabotage ça",negatif,0.95,Fibre optique,0.95,2,0.95,0.9491,1841508531909927187,"Nous sommes désolés pour votre inconvénient avec votre débit internet. Nous vous recommandons de vérifier les câbles et les connecteurs de votre box. Si le problème persiste, n'hésitez pas à nous contacter via le numéro 3244 pour une assistance prioritaire."
"Dites Plus d’internet plus de télé, plus de télétravail, plus de domotique… Premier créneau pour envoyer un technicien et débuter l’analyse dans une semaine Une semaine Alors votre 5G, comment dire…",negatif,0.95,Livraison,0.9,2,0.95,0.9324,1841519941792543105,"Nous sommes désolé de l'inconvénient rencontré avec votre livraison. Nous vous remercions de nous en avoir informé. Pour enquêter sur votre dossier, nous vous invitons à nous contacter par DM pour vous fournir le numéro de votre commande et votre adresse de livraison. Nous nous engageons à vous proposer une solution le plus rapidement possible. Nous sommes là pour vous aider !"
#Nouveau 📢 Bouygues Telecom lance BiG 💥 Le pack Bbox Forfaits #mobiles qui permet à toute la famille de faire des économies 😉 En savoir 👉,positif,0.95,Information,0.9,0,0.1,0.6493,1841530032877150716,Merci pour ton retour ! Nous sommes ravis de te voir en train de partager ton expérience avec nous. Nous sommes toujours là pour t'aider si tu as besoin de nous. 😊
nan,neutre,0.5,Pannes et Coupures,0.9,0,0.0,0.4662,1841532349437091979,"Nous sommes ravi de vous entendre ! Pour toute question sur vos services Freebox ou Mobile, n'hésitez pas à nous contacter au 3244. Pour toute contestation de facture, merci de nous joindre via téléphone ou courrier en précisant l'objet, les dates et les montants concernés. Nous sommes là pour vous aider ! 😊"
cliente depuis 20 ans je reçois un appel de votre service commercial pour me proposer vos services votre équipe n’est pas au courant je pense que avez besoin au choix multiple possible d’un CRM etou de revoir vos process en 2024 faut il en rire ou en pleurer,negatif,0.95,processus_sav,0.95,1,0.8,0.8991,1841533602170855794,"Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de contacter notre service client pour discuter de votre contestation de facture. Veuillez nous joindre par téléphone ou courrier en précisant l'objet de votre contestation, les dates et les montants concernés. Nous sommes là pour vous aider."
Que notre maître saint Xavier écoute ma prière et l’applique aussi chez et toutes ses entités 🙏🙏🙏,positif,0.85,autre,0.0,0,0.0,0.2831,1841535946753507588,Merci pour ton retour ! Nous sommes ravis de t'entendre. Nous te proposons de continuer à partager ton expérience avec nous. 😊 #service_client #autre
va bien ntm,neutre,0.8,autre,0.8,0,0.0,0.5328,1841541902044102940,"Nous sommes ravis de vous entendre ! Si vous avez une question ou un problème, n'hésitez pas à nous contacter par téléphone ou courrier. Nous serons heureux de vous aider."
J’en peux plus de pas jouer sur mon setup remettez moi ma co je vais commencer à dire des folies,negatif,0.95,Information,0.6,1,0.7,0.7492,1841543624112427157,Nous sommes désolés pour votre inquiétude. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous serons heureux de vous fournir les informations nécessaires.
Remeter la co a,neutre,0.5,Pannes et Coupures,0.9,1,0.7,0.6993,1841544087196860871,"Nous sommes désolé de l'expérience que vous avez vécue. Si vous avez des problèmes avec votre connexion, veuillez nous contacter par DM pour plus d'informations. Nous serons heureux de vous aider."
il se passe quoi,neutre,0.7,Pannes et Coupures,0.9,1,0.7,0.7659,1841544210572308509,"Nous sommes désolé de l'inconvenient rencontré. Pour plus d'informations, veuillez nous contacter par DM avec votre numéro de ligne. Nous serons heureux de vous aider."
Moi aussi mon opérateur c’est free et ma co a vraiment des soucis depuis quelques jours 💀,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1841544342437298223,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous recommandons de nous contacter par le numéro 3244 pour obtenir de l'aide sur votre Freebox/Mobile. Nous sommes là pour vous aider.
nan,neutre,0.5,Pannes et Coupures,0.9,0,0.0,0.4662,1841544397537640735,"Nous sommes ravis de vous entendre ! Pour toute question ou problème concernant votre abonnement, n'hésitez pas à nous contacter au 3244. Nous serons heureux de vous aider."
Ho faites quelque chose là faut se réveiller un peu,negatif,0.8,Information,0.7,1,0.7,0.7326,1841544739499524571,Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour examiner votre dossier. Nous sommes là pour vous aider.
chaque joue qui passe le tweet est de plus en plus vener mdrrr,positif,0.85,Pannes et Coupures,0.9,1,0.7,0.8159,1841549076212355499,"Merci pour ton retour, nous sommes ravis de t'entendre ! Si tu as une question ou un problème, n'hésite pas à nous contacter par DM. Nous nous efforcerons de t'aider le plus rapidement possible. 😊"
Il y a bien un Free capable de nous répondre afin d’en savoir plus sur cette panne qui se prolonge,negatif,0.9,Pannes et Coupures,0.95,2,0.9,0.9158,1841549451422302658,Nous sommes désolés pour les problèmes que vous rencontrez. Nous vous recommandons de contacter notre service clientèle par téléphone au 3244 pour une prise en charge prioritaire. Merci de nous fournir vos détails dans un message privé. Nous sommes là pour vous aider.
Puce en Martinique qui reçoit une alerte digicel à moitié en espagnol redirigeant sur une page en erreur 404 Je ne sais pas si cest concluant surtout si lalerte est prévue à 1430 et est reçu à 14h44,negatif,0.95,Pannes et Coupures,0.9,1,0.8,0.8824,1841551984609907176,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service client via le numéro 3244 pour obtenir une assistance sur votre Freebox/Mobile. Nous sommes là pour vous aider.
nan,neutre,0.5,Pannes et Coupures,0.9,0,0.0,0.4662,1841555774826328135,"Nous sommes ravis de vous entendre ! Si vous avez des questions ou des problèmes concernant votre offre Freebox/Mobile, n'hésitez pas à nous contacter au 3244. Pour toute question de facturation, merci de nous joindre via le service client ou courrier. Nous sommes là pour vous aider !"
"des coupures internet QUOTIDIENNES et pas d’assistance, doisje aller chez Orange",negatif,0.95,Pannes et Coupures,1.0,2,0.95,0.9657,1841558181811527808,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous aider. (Thème : Pannes et Coupures, Sentiment négatif, Urgence 2)"
"Oh on vie à quelle époque Mr Niel En 2024 on ne peut pas avoir une panne Free ou quelconque opérateur qui dure plus de quelques heures Aujourdhui Snayzy ça fait plusieurs jours cest une honte pour Free Vous voulez quoi quil change de fournisseur avec la pub qui va avec cest nimporte quoi une offre à faire peut être, une solution durgence",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841559101173547164,Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par téléphone sur le numéro 3244 pour une assistance rapide en matière de pannes et coupures. Nous serons heureux de vous aider.
Idem pour moi,neutre,0.6,Pannes et Coupures,0.9,1,0.7,0.7326,1841559133830709678,"Nous sommes ravis de vous entendre ! Pour toute question concernant vos services Freebox ou Mobile, n'hésitez pas à nous contacter au numéro 3244. Nous serons heureux de vous aider."
XAVIER ÇA VA TENVOYER UNE ÉQUIPE 🗣🗿💯⛓️🔥🏴‍☠️,positif,0.95,Livraison,0.95,1,0.7,0.8658,1841562997677797886,"Merci pour ton retour, nous sommes ravis de t'entendre satisfait ! Si tu as besoin de nous, n'hesite pas à nous contacter via le numéro 3244. 😊"
Je veux contacter le service résiliation Je ne paierais pas 45ctminute,negatif,0.95,Facturation et Paiement,0.95,2,0.95,0.9491,1841573092448952804,"Nous sommes désolés pour les difficultés rencontrées avec votre facture. Nous vous invitons à contacter notre service clientèle pour discuter de votre contestation. Merci de préciser l'objet de votre contestation, les dates et les montants concernés. Nous sommes là pour vous aider."
"Et en plus pour les nouveaux forfait free 5G avec Freebox c’est 9,99€mois pendant un an puis 15,99€mois dès la deuxième année",neutre,0.5,Facturation et Paiement,0.95,0,0.1,0.5161,1841573242991214999,"Nous sommes ravis de vous entendre ! Pour contester une facture, veuillez contacter notre service client en ligne ou par courrier. Veuillez préciser l'objet de la contestation, les dates et les montants concernés. Nous serons heureux de vous aider."
"que se passetil soudain depuis 10 environ, la connexion de la box et la connexion mobile ont sauté toutes les 2 Secteur #strasbourg",negatif,0.9,Pannes et Coupures,0.95,1,0.8,0.8824,1841595529911804089,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de nous contacter par DM pour analyser votre dossier. Nous sommes disponibles sur le numéro 3244. Nous sommes là pour vous aider.
Va falloir vous bougez le cul #strasbourg,negatif,0.85,Pannes et Coupures,0.9,1,0.7,0.8159,1841599011695837260,"Nous sommes désolés pour votre inconvenient actuel. Nous vous invitons à nous contacter par DM pour analyser votre cas et vous proposer une solution le plus rapidement possible. Nous sommes là pour vous aider ! (Thème : Pannes et Coupures, Urgence : 1)"
Panne totale à Strasbourg Wifi 4G ce soir 2 octobre depuis 23h30 0h12 toujours en cours,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841602185601126636,Nous sommes désolés pour les difficultés rencontrées. Nous vous recommandons de contacter notre service clientèle à 3244 pour une prise en charge prioritaire. Merci de nous fournir vos informations par DM. Nous sommes là pour vous aider.
pareil,neutre,0.7,Pannes et Coupures,0.9,1,0.7,0.7659,1841603104850014630,"Nous sommes ravis de vous entendre ! Si vous rencontrez des difficultés avec votre service, n'hésitez pas à nous contacter par le biais du numéro 3244. Nous serons heureux de vous aider. Merci pour votre retour !"
"A Lingo et geispolsheim c’est pareil, plus de co depuis 30 min",neutre,0.7,Pannes et Coupures,0.9,1,0.7,0.7659,1841604429172093099,"Nous sommes désolé de l'inconvenient rencontré. Pour obtenir une aide rapide, veuillez contacter notre service clientèle en envoyant un message privé avec votre numéro de ligne. Nous serons heureux de vous aider."
pareil sur Eckbo,neutre,0.7,Pannes et Coupures,0.9,1,0.7,0.7659,1841606630267383816,"Nous sommes désolé de l'inconvenient rencontré. Pour obtenir une assistance rapide, veuillez nous contacter par DM avec vos informations. Nous vous répondrons dans les plus brefs délais."
"Confirmation également sur le secteur dAchenheim, plus de connexion internet et mobile",negatif,0.9,Pannes et Coupures,0.95,2,0.95,0.9324,1841607075165512052,Nous sommes désolés de l'inconvénient rencontré. Nous vous invitons à contacter notre service client via le numéro 3244 pour une prise en charge prioritaire. Nous serons heureux de vous aider.
"hi i did buy an unlimited data plan with sim card free during olímpics august 2024 it supose to be one charge of 30 euros but you are still charging Me in my debit card in september and i am not longer using the Service , i would like to check this with you",negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1841610779830677788,"Nous sommes désolés pour l'inconvenient que vous rencontrez avec votre facture. Nous sommes prêts à vous aider. Veuillez nous contacter par DM pour discuter de l'objet de votre contestation, dates et montants. Nous vous répondrons dès que possible."
Svp diviser encore sur votre chaîne YouTube,neutre,0.6,Information,0.8,0,0.0,0.4662,1841615239499989083,"Bonjour ! Nous sommes heureux de vous entendre. Vous pouvez nous contacter pour toute question sur votre service Freebox/Mobile à 3244. Pour toute question de facturation, merci de nous contacter par téléphone ou courrier en précisant l'objet de la contestation, les dates et les montants concernés. Nous sommes là pour vous aider !"
Dinguerie toujours pas revenu,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1841626286277492886,"Nous sommes désolés pour votre inconvénient. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous ! (Thème : Pannes et Coupures, Urgence : 1)"
Alerte info vous résilier des lignes et vous dites qu’il est impossible de récupérer Bravo free,negatif,0.95,Pannes et Coupures,0.95,1,0.8,0.8991,1841653595479097625,"Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Si c'est une question de pannes et coupures, vous pouvez nous joindre au 3244. Nous sommes là pour vous aider."
"plus de deux mois que jai signalé que de ma ligne Freebox delta ne fonctionne pas et aucune information donner par lopérateur, est ce que cest normal Ils arrivent même pas a réparer et je paye 60 Euro chaque mois pour rien , vous pousser client à Changé dopérateur",negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841717548376608899,Nous sommes désolé de l'inconvénient rencontré. Nous vous invitons à contacter notre service clientèle par téléphone au 3244 pour une prise en charge prioritaire. Merci de nous fournir vos identifiants en privé.
j’ai la même c la merde je joue en partage de co Frr,negatif,0.95,Pannes et Coupures,0.95,1,0.7,0.8658,1841719976018780490,"Nous sommes désolés pour les difficultés rencontrées. Nous vous invitons à nous contacter par DM pour vous aider à résoudre votre problème. Nous sommes là pour vous aider ! (Thème : Pannes et Coupures, Urgence : 1)"
par pitié aidez moi 🥹 Nos nouveaux voisins ont écrasé notre ligne… Je suis en télétravail 🫠 on a plus rien depuis hier alors que c’est pas de notre faute 🫠,negatif,0.95,Pannes et Coupures,0.95,2,0.95,0.9491,1841733960407097517,"Nous sommes désolés pour les difficultés rencontrées. Nous vous remercions de nous en informer. Pour une prise en charge prioritaire, veuillez nous contacter par DM avec vos informations de connexion Freebox. Nous sommes là pour vous aider."
"La baise, je viens de découvrir car javais pas lu toutes les CGV quen déménageant mon abonnement je perdais ma remise pendant un an 🫠 Jai reçu ma facture, ça fait mal On fait quoi on résilie",negatif,0.95,Facturation et Paiement,0.95,1,0.8,0.8991,1841736325415817359,Nous sommes désolés de l'inconvenient rencontré concernant votre facture. Nous vous invitons à nous contacter par téléphone ou courrier pour contester les montants en question. Merci de préciser les dates et les montants concernés. Nous sommes là pour vous aider.
plus internet depuis bientôt 24h en haute Savoie Qu’est ce qu’il se passe,negatif,0.9,Pannes et Coupures,0.95,2,0.95,0.9324,1841778014067028382,Nous sommes désolés de l'expérience que vous avez vécue. Nous vous proposons de vous aider au plus vite. Veuillez nous contacter par DM avec vos informations de compte pour que nous puissions vous aider le plus efficacement possible.
Je l’ai déjà fait et je n’ai pas de réponses Je souhaiterais qu’un appel avec le service résiliation soit programmé au plus vite avant de bloquer le prélèvement,negatif,0.95,Facturation et Paiement,0.9,1,0.8,0.8824,1841787646235811881,"Nous sommes désolés pour votre inconvénient. Nous avons pris note de votre contestation de facture. Nous vous invitons à nous contacter par téléphone ou courrier pour traiter votre dossier. Merci de préciser l'objet de la contestation, les dates et les montants concernés."
"Ahh ça je sais j’en ai une Mais vais pas en acheter une deuxième tout de suite Alors apparemment, non ça n’est pas compatible",neutre,0.6,Livraison,0.9,0,0.1,0.5328,1841797994380775704,"Nous sommes ravis de vous entendre ! Pour toute question concernant votre livraison, n'hésitez pas à contacter notre service client à 3244. Nous serons heureux de vous aider."
"Un problème avec Pas de service réclamation en boutique physique ou au téléphone, opérateur de merde tu devrais avoir honte",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1841801464403870206,Nous sommes désolés pour votre inconvénient. Nous vous encourageons à contacter notre service client directement pour une prise en charge prioritaire. Veuillez joindre-nous par téléphone sur 3244 ou envoyer un DM pour nous fournir plus de détails sur votre situation. Nous sommes là pour vous aider.
La Bbox ultym waouh je pleure de joie c’est incroyable je joue à fifa sans beuguer merci je suis amoureux de vous ❤️❤️❤️❤️,positif,0.99,Information,0.1,0,0.0,0.363,1841805569629303169,"Merci pour ton retour ! Nous sommes ravis de t'entendre. Si tu as des questions supplémentaires, n'hesite pas à nous contacter. 😊 #service_client #information"
j’attends toujours une réponse de votre part,negatif,0.9,Pannes et Coupures,0.9,1,0.7,0.8325,1841808942067855367,Nous sommes désolés pour l'inconvenient rencontré. Nous vous recommandons de nous contacter par le numéro 3244 pour une assistance rapide sur votre Freebox/Mobile. Nous sommes là pour vous aider !
Libérable de chez l’horreur et le service client de merde xjdkdkdkd 😍😍,negatif,0.95,Pannes et Coupures,0.9,1,0.7,0.8491,1841824576600207403,Nous sommes désolé de l'inconvenient que vous rencontrez. Nous vous invitons à nous contacter par DM pour analyser votre dossier et trouver une solution le plus rapidement possible. Nous sommes là pour vous aider.
"bjr 3 jours ss accès aux services, un agent orange d’après l’assistance est passé chez moi alors que je n’ai pas bougé et sans m’avertir d’1 passage Alors que je ne sais même pas quel est le problème Il doit passer pourquoi Aucun diagnostic m’a été communiqué",negatif,0.95,Pannes et Coupures,0.95,2,0.9,0.9324,1841835863019327776,Nous sommes désolés de l'inconvénient rencontré. Nous vous recommandons de contacter notre service clientèle pour une prise en charge prioritaire. Veuillez nous fournir vos informations par DM pour que nous puissions vous aider le plus rapidement possible.
