index,id,screen_name,categorie,issues,extrait
3421,1846893142278017045,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ByGsantax La messagerie privée X n’est plus disponible, et nous en sommes désolés ByGsantax\n\nRetr..."
3422,1846893432762953954,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@sollivie La messagerie privée X n’est plus disponible, et nous en sommes désolés sollivie\n\nRetrou..."
3423,1846893857759236382,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@DieutreCeline La messagerie privée X n’est plus disponible, et nous en sommes désolés DieutreCeline..."
3424,1846894118372299030,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@GrumoBlog La messagerie privée X n’est plus disponible, et nous en sommes désolés GrumoBlog\n\nRetr..."
3425,1846894506886455572,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@amhr_koubari77 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-v..."
3426,1846894734653972699,Freebox,Message automatique Freebox,Réponse automatique répétitive,@KenkiEdits L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacte...
3427,1846895961634685386,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ShopeLeLion La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous..."
3428,1846896129427828948,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@SuperSkander_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vo..."
3429,1846896924902731838,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@sunouille La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute de..."
3430,1846896956385177736,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@pxacx4 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \nVous n'avez pas e..."
3431,1846898011042926634,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@marion_dhm_rh La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vo..."
3432,1846898132065341622,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@PseudoAbdel La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute ..."
3433,1846898320062423439,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@YassineTA6 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous ..."
3434,1846898469375512830,Freebox,Message automatique Freebox,Réponse automatique répétitive,@BorisBloche L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contact...
3435,1846898498928513379,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@InesRavineau La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vou..."
3436,1846898680676168078,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@AnimeMasterPony La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour to..."
3437,1846898767758344415,Freebox,Message automatique Freebox,Réponse automatique répétitive,@nAKAZZ_ L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter v...
3438,1846898925690569090,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@oroshinaha La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous ..."
3439,1846899190233780364,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@didi69220159758 La messagerie privée X n’est plus disponible, et nous en sommes désolés didi6922015..."
3440,1846899265529925677,Freebox,Message automatique Freebox,Réponse automatique répétitive,@moewmoooew L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacte...
3441,1846899530106601931,Freebox,Message automatique Freebox,Réponse automatique répétitive,@FMunerol L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter ...
3442,1846899863532818931,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@rioTAAANK La messagerie privée X n’est plus disponible, et nous en sommes désolés rioTAAANK\n\nRetr..."
3443,1846899881681547774,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@C_sml22 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute dema..."
3444,1846899951197905362,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Flo_90 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter vi...
3445,1846900241775091916,Freebox,Message automatique Freebox,Réponse automatique répétitive,@AisseDiabira L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contac...
3446,1846900366060736538,Freebox,Message automatique Freebox,Réponse automatique répétitive,@jabvt9 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter vi...
3447,1846900492154163475,Freebox,Message automatique Freebox,Réponse automatique répétitive,@hagyninho11 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contact...
3448,1846901872784810290,Freebox,Message automatique Freebox,Réponse automatique répétitive,@fdoiteau L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter ...
3449,1846902903182594273,Freebox,Message automatique Freebox,Réponse automatique répétitive,@crlmjxo L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter v...
3450,1846903156220825778,Freebox,Message automatique Freebox,Réponse automatique répétitive,@c00lyman L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter ...
3451,1846903482361536669,Freebox,Message automatique Freebox,Réponse automatique répétitive,@jobe_64 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter v...
3452,1846903557703794980,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MrGeraud La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous no..."
3453,1846904420740509876,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Pirolyx La messagerie privée X n’est plus disponible, et nous en sommes désolés Pirolyx\n\nRetrouve..."
3454,1846904513153675267,Freebox,Message automatique Freebox,Réponse automatique répétitive,@danganbass L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacte...
3455,1846904563342671940,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Creuselazur La messagerie privée X n’est plus disponible, et nous en sommes désolés Creuselazur\n\n..."
3456,1846904947117310032,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ExjetaimeMcCoy La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nVous n'..."
3457,1846905453927616943,Freebox,Message automatique Freebox,Réponse automatique répétitive,@StefDark L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter ...
3458,1846905523125252428,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@VallooValloo La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vou..."
3459,1846905788620579269,Freebox,Message automatique Freebox,Réponse automatique répétitive,@maisonfantome L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me conta...
3460,1846905946263466019,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ScorPI0912 La messagerie privée X n’est plus disponible, et nous en sommes désolés ScorPI0912\n\nRe..."
3461,1846906055030137190,Freebox,Message automatique Freebox,Réponse automatique répétitive,@ALDEM78039551 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me conta...
3462,1846906215302889628,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Bonetromain1 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contac...
3463,1846906549215609091,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@_ROLT_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vous nous..."
3464,1846906892825645560,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Benvoyonszzz La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPouvez-vou..."
3466,1846907699868373098,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@OppenheimerFR La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nVous n'av..."
3467,1846909689839157673,Freebox,Message automatique Freebox,Réponse automatique répétitive,@BOUBA0306 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3468,1846909928969007224,Freebox,Message automatique Freebox,Réponse automatique répétitive,@LngPresso L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3469,1846910666960982268,Freebox,Message automatique Freebox,Réponse automatique répétitive,@_Vincenz007 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contact...
3470,1846910907659456639,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Gdeux_ L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter vi...
3471,1846911303312412929,Freebox,Message automatique Freebox,Réponse automatique répétitive,@reg6000 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter v...
3472,1846911580954341384,Freebox,Message automatique Freebox,Réponse automatique répétitive,@FrantzPougeol L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me conta...
3473,1846914068377977340,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Chris06839490 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me conta...
3474,1846915039267061874,Freebox,Message automatique Freebox,Réponse automatique répétitive,@fredeyragues L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contac...
3475,1846915322080641298,Freebox,Message automatique Freebox,Réponse automatique répétitive,@anonyme_perdu L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me conta...
3476,1846915414745350312,Freebox,Message automatique Freebox,Réponse automatique répétitive,@schesnais L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3477,1846916084386906595,Freebox,Message automatique Freebox,Réponse automatique répétitive,@ArnaudLeplet L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contac...
3478,1846916254990278683,Freebox,Message automatique Freebox,Réponse automatique répétitive,@erwan9452 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3479,1846916754833830046,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Chris_tosphere L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me cont...
3480,1846916958240784548,Freebox,Message automatique Freebox,Réponse automatique répétitive,@darde_discooo L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me conta...
3481,1846918270189728048,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@benbenben48 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute ..."
3482,1846918539057234109,Freebox,Message automatique Freebox,Réponse automatique répétitive,@LeChinoir82 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contact...
3483,1846922702281474112,Freebox,Message automatique Freebox,Réponse automatique répétitive,@dragonsly9 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacte...
3484,1846923092620169335,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Sedorikku62 L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contact...
3485,1846924135844225241,Freebox,Message automatique Freebox,Réponse automatique répétitive,@mortikmtk L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3488,1846925014542569931,Freebox,Message automatique Freebox,Réponse automatique répétitive,@joujounii L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3489,1846925259955421564,Freebox,Message automatique Freebox,Réponse automatique répétitive,@PLCompeau L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3490,1846926162347339803,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@gawouelle La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute de..."
3491,1846926304479678563,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@AlanPavoine La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute ..."
3492,1846926426475250040,Freebox,Message automatique Freebox,Réponse automatique répétitive,@cla_schn_ L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3493,1846926878675763320,Freebox,Message automatique Freebox,Réponse automatique répétitive,@why_tafia L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3494,1846927301801337177,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Dkzak831 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute dem..."
3506,1847171489545466186,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ChrismakerMdg La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouve..."
3507,1847171952596709521,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MounirNasri11 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouve..."
3508,1847172340771160188,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@adele__th La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3509,1847172955299586542,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@kuffarnaum La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-m..."
3510,1847173133725245828,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Dorian28835 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez p..."
3511,1847173624513318971,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@kvn_nd La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi d..."
3512,1847173755488924139,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Shiclette94 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-..."
3513,1847173964495233167,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@putabarcaaaaaa La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'ave..."
3514,1847174112117928215,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ericdupin La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3515,1847174459070747003,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ElNinoo14 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-mo..."
3516,1847174591359181117,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@1_spotnik La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3517,1847174725350379983,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@FeelGoodRun La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-..."
3518,1847174789015703799,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@FloMamaBordeaux La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'av..."
3519,1847174867864465845,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@DJSeb17 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi ..."
3520,1847175224795492403,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@BGraussnoix La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-..."
3521,1847175949361533230,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@candyguytv La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pa..."
3522,1847176067238293830,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@LucasRi30896580 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrou..."
3523,1847176282011754915,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ywenbh La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi d..."
3524,1847176307697721573,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Smartiiesone La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez ..."
3525,1847176536090173447,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@William_cntt La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez..."
3526,1847177009157362087,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@haachy12 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas ..."
3527,1847177306290192655,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Obishiw La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas e..."
3528,1847177443590766817,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Nuro_Kun_ La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3529,1847178030155739407,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Desmetkev La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-mo..."
3530,1847178207725797698,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@YouxiLeboss La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez p..."
3531,1847178452270489712,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@onzk28 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi d..."
3532,1847178998071099530,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Hajiwa00 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi..."
3533,1847179365907370052,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Lii5122 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas e..."
3534,1847179377357860973,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@667_mehdi La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-mo..."
3535,1847179559038275766,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@milesmd19 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-mo..."
3536,1847179635106230417,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@YassPedri La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3537,1847179940371800358,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@BrJefilho La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3538,1847182427715723415,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@dege_42 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas e..."
3539,1847182860395901073,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Vincent_fleury La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouv..."
3540,1847182914112405886,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@sandrajoudi83 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez..."
3541,1847183522890502424,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@LsS_Mehdi La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-mo..."
3542,1847184571932008851,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@JeanLiou La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas ..."
3545,1847188003908694320,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KC_WonderLord La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez..."
3546,1847189640370897348,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@soundnaya La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3547,1847190372973207991,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Boulebizar La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pa..."
3549,1847194529616560322,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@etaine1805 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-m..."
3550,1847196651217125620,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@usyk93 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas en..."
3551,1847197112359879032,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@sebngaz La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi ..."
3552,1847197482092028126,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Philois83 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-mo..."
3553,1847197798644453698,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Ghost_Rid3r26 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouve..."
3555,1847198185174823408,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@SPQRoy_Mustang La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'ave..."
3556,1847198877373333892,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MonsieurOff La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez p..."
3557,1847199003735183452,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@MonsieurOff La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-..."
3558,1847199238935007691,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@NapoXBT La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas e..."
3559,1847199866511839412,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@2slmn67 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas e..."
3560,1847200075019153748,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Rayaneee67 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-m..."
3567,1847245759869014277,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Sdnour20 Bonjour,\n\nLa messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nR..."
3599,1848349692297408921,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@fakkirroun La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute d..."
3600,1848350224579780617,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@nowkezz28 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute de..."
3601,1848351266537144703,Freebox,Message automatique Freebox,Réponse automatique répétitive,@part2reussite L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me conta...
3602,1848355069139263922,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@HikariUchi La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute d..."
3603,1848355553149407692,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@mallozhruz La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute d..."
3604,1848355917470798320,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Ynshirayuki La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour toute ..."
3605,1848358148668559395,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@suissonabisso La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour tout..."
3606,1848358283066630578,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@doktor_flo La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nVous n'avez..."
3607,1848358878259319110,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ROKUDEAU La messagerie privée X n’est plus disponible, et nous en sommes désolés. \nVous n'avez pas..."
3608,1848359336197734419,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@CH4freal La messagerie privée X n’est plus disponible, et nous en sommes désolés. \nVous n'avez pas..."
3609,1848359503000973579,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Isa_BelleGueule La messagerie privée X n’est plus disponible, et nous en sommes désolés.\n\nPour to..."
3610,1848359894690271346,Freebox,Message automatique Freebox,Réponse automatique répétitive,@BrewsImmo L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter...
3611,1848362430943863155,Freebox,Message automatique Freebox,Réponse automatique répétitive,@maymeric L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter ...
3612,1848365679721808026,Freebox,Message automatique Freebox,Réponse automatique répétitive,@hpiedcoq L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter ...
3613,1848368146517807449,Freebox,Message automatique Freebox,Réponse automatique répétitive,@IliasLec L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacter ...
3614,1848369029653623045,Freebox,Message automatique Freebox,Réponse automatique répétitive,@CorfmatCoach L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contac...
3615,1848370785749975325,Freebox,Message automatique Freebox,Réponse automatique répétitive,@Monwifi_fr L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me contacte...
3621,1848383912533266800,Freebox,Message automatique Freebox,Réponse automatique répétitive,@itsyaboiOrion L'envoi de DM est malheureusement impossible pour le moment. N'hésitez pas à me conta...
3630,1848644576501699002,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@scoty49 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas e..."
3631,1848645565896102270,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Tylerdu12559009 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'av..."
3632,1848646712140652965,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@raph20201 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3635,1848659260210651334,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@lechantdesmots La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'ave..."
3636,1848659625123500096,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KitklatF La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas ..."
3637,1848661050670878822,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Ness92izi La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3641,1848667813243662511,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@olivier_bro La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez p..."
3642,1848668698254458968,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@kokoonbynodeus La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'ave..."
3645,1848672743153082534,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Enzo_SAQUET La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez p..."
3646,1848673194888097795,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@cm3r La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas enco..."
3647,1848673734242013405,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Ac3Jul La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas en..."
3648,1848674315606069379,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@haachy12 La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas ..."
3652,1848676357921804383,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@KareemDerouich La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'ave..."
3653,1848676722603966948,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@cathyfrfr La messagerie privée X n’est plus disponible, et nous en sommes désolés.\nVous n'avez pas..."
3654,1848681858273300864,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@IronTUX La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-moi ..."
3655,1848684018205683892,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@Evans_mp4 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-mo..."
3657,1848687271932838166,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@ben_bencorp La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez-..."
3658,1848688025682772314,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@geraldrodrigu13 La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrou..."
3660,1848688981480759661,Freebox,Message automatique Freebox,Réponse automatique répétitive,"@SalimDjellab La messagerie privée X n’est plus disponible, et nous en sommes désolés. \n\nRetrouvez..."
